cellName,coverage_bool_vcf,depth_vcf,coverage_bool_gvcf,depth_gvcf
D17_B003093,1,"['397', '429', '430', '356', '481', '330', '416', '302', '380']",1,"['397', '429', '429', '356', '482', '330', '416', '302', '343']"
D17_B003103,1,"['330', '333', '483']",1,"['330', '333', '483']"
D17_B003105,1,"['211', '373', '393', '393', '393', '393', '393', '393', '317']",1,"['211', '373', '393', '393', '393', '393', '393', '393', '317']"
D17_B003112,1,"['302', '301', '313']",1,"['302', '301', '313']"
D17_B003116,1,"['237', '257', '179', '179', '179', '374', '372', '424']",1,"['237', '257', '179', '179', '179', '374', '372', '425']"
D17_B003120,1,129,1,129
D17_B003527,1,"['996', '1228', '1332', '1310', '1310', '1311', '1173', '1123', '1117', '889']",1,"['997', '1224', '1331', '1203', '1203', '1204', '1172', '1121', '1115']"
D17_B003529,1,"['311', '284', '320', '319', '330', '304', '323', '363', '351', '367']",1,"['311', '284', '320', '319', '330', '304', '323', '363', '351', '367']"
D17_B003654,1,"['56', '563', '645', '611', '716']",1,"['512', '645', '611', '716']"
D17_B003777,1,"['21', '163', '382', '798', '1041', '1432', '1432', '1432', '788', '931']",1,"['162', '380', '797', '1041', '1270', '1270', '1270', '789', '933']"
D17_B003894,1,"['109', '164', '139', '139', '33', '33', '127']",1,"['107', '164', '139', '139', '33', '33', '386', '127']"
D17_B003995,1,"['199', '501', '125']",1,"['199', '501', '125']"
D18_B000420,1,281,1,281
D18_B000862,1,"['2177', '2626', '3045', '2802', '2802', '2815', '2988', '2990']",1,"['2173', '7', '3', '2635', '2877', '2830', '2836']"
D18_B001010,1,"['373', '594', '651', '755', '675', '758', '747', '736']",1,"['373', '594', '651', '755', '675', '758', '747', '736']"
D18_B002073,1,['31'],1,['31']
D18_B002078,1,"['244', '295']",1,"['244', '295']"
D18_B002097,1,130,1,130
D18_B003097,1,"['20', '5', '404', '433', '553', '456']",1,"['20', '5', '404', '433', '553', '457']"
D18_B003103,1,"['1234', '4', '1372', '1519', '1782', '1577', '1509']",1,"['1234', '4', '1372', '1519', '1782', '1577', '1509']"
D18_B003518,1,"['257', '362', '528', '348', '404']",1,"['257', '362', '528', '348', '404']"
D18_B003527,1,"['842', '907', '911', '917', '943', '1112', '911', '1017', '815']",1,"['769', '887', '891', '917', '943', '986', '1082', '910', '1017', '816']"
D18_B003529,1,['9'],1,['9']
D18_B003577,1,"['14', '79', '84', '108']",1,"['14', '79', '84', '108']"
D18_B003588,1,"['161', '384', '178', '320', '309', '310', '329', '345', '352', '320']",1,"['158', '384', '178', '320', '309', '310', '329', '345', '351', '319']"
D18_B003654,1,"['7', '280']",1,"['7', '280']"
D18_B003920,1,"['214', '499', '680']",1,"['214', '499', '680']"
D18_B003995,1,"['38', '59']",1,"['38', '59']"
D19_1001000408,1,"['221', '391', '445', '465', '506', '450']",1,"['375', '771', '10', '7', '2', '912', '996', '954', '840', '734']"
D19_B001470,1,"['88', '128', '166']",1,"['88', '128', '166']"
D19_B002079,1,['2'],1,['2']
D19_B002097,0,0,0,0
D19_B003071,1,55,1,55
D19_B003077,1,"['1390', '1151', '1151', '1151', '1155', '1593', '1663', '1568', '1568', '1568', '1717']",1,"['1380', '1', '1587', '1596']"
D19_B003093,1,"['147', '194', '277', '376', '291', '317', '561', '612']",1,"['147', '194', '277', '376', '291', '317', '561', '612']"
D19_B003105,1,"['13', '1607', '1683', '1894', '1944', '1944', '1947', '1389', '1545', '1993', '2036']",1,"['13', '1607', '1683', '1894', '1944', '1944', '1947', '1389', '1545', '1993', '2036']"
D19_B003518,1,"['481', '540', '494', '537']",1,"['481', '540', '494', '537']"
D19_B003527,1,"['1458', '1729', '1618', '1651', '1651', '1651', '1652', '1669', '1571', '1571', '1575', '1211', '75']",1,"['1459', '1672', '1617', '1692', '1558', '1558', '1558', '1559', '1670', '1503', '1503', '1507', '1210', '75']"
D19_B003529,1,"['1528', '1467', '1797', '1906', '1966', '1269', '1605', '1309']",1,"['1530', '1368', '1676', '1905', '1884', '1270', '1600', '1308']"
D19_B003654,1,"['96', '275', '311', '314', '315', '234', '234', '133', '211']",1,"['98', '275', '311', '314', '315', '234', '234', '133', '211']"
D19_B003920,1,"['464', '593', '867', '661', '678']",1,"['464', '571', '866', '661', '678']"
D19_B003930,1,"['334', '559', '676', '677', '771', '801', '801', '801', '944', '789', '46']",1,"['334', '559', '676', '677', '771', '801', '801', '801', '944', '789', '46']"
D1_1001000317,1,"['749', '781']",1,"['697', '683']"
D1_1001000407,1,"['2', '246', '524', '483', '568', '689', '496', '522']",1,"['2', '453', '1011', '1099', '1282', '1013', '1018', '830']"
D1_1001000408,1,"['181', '324', '430', '325']",1,"['313', '620', '838', '676', '664', '637']"
D1_B000280,1,"['823', '989', '1002', '894', '1180', '858', '974', '97']",1,"['823', '989', '1002', '894', '1180', '858', '974', '97']"
D1_B001007,0,0,0,0
D1_B001464,1,"['9', '1064', '951', '1104', '797', '680', '1660']",1,"['8', '1065', '837', '1103', '797', '681', '1653']"
D1_B001470,1,"['435', '697', '750', '919', '1222', '1265', '1265', '1265', '1265', '983', '839', '751']",1,"['439', '698', '716', '919', '1222', '1217', '1217', '1217', '1217', '982', '837', '753']"
D1_B001543,1,"['104', '159', '140', '244', '161']",1,"['104', '159', '140', '244', '161']"
D1_B001558,1,['32'],1,['32']
D1_B003187,1,"['39', '875', '1000', '872', '726']",1,"['37', '872', '726']"
D20_1001000339,1,"['55', '147', '203', '185', '232']",1,"['55', '126', '203', '185', '214']"
D20_1001000408,1,"['208', '473', '419']",1,"['399', '760', '825', '939', '851', '830']"
D20_B000420,0,0,0,0
D20_B000422,1,425,1,425
D20_B001008,1,"['389', '572', '1092']",1,"['389', '572', '1092']"
D20_B002073,1,"['477', '632', '522', '654']",1,"['478', '579', '522', '654']"
D20_B002079,1,"['62', '82']",1,"['62', '82']"
D20_B002097,0,0,0,0
D20_B003527,1,"['2100', '2446', '2679', '2450', '2324']",1,"['2095', '2437', '2682', '2441', '2307']"
D20_B003646,1,"['90', '83', '531', '1003', '774']",1,"['90', '83', '532', '1002', '774']"
D20_B003654,0,0,0,0
D20_B003771,1,"['17', '24']",1,"['17', '24']"
D20_B003775,1,"['1110', '2017', '1786', '2100', '2362', '1814', '1996', '2019']",1,"['1110', '1887', '2097', '2358', '2601', '1810', '1993', '2016']"
D20_B003776,1,"['46', '69', '126', '233', '388', '621', '573']",1,"['46', '69', '126', '233', '619', '573']"
D20_B003777,1,"['339', '634', '1163', '1554', '1128', '1146', '1496', '2115', '2139', '2139', '2128', '2129', '2129', '1416', '1384', '1558', '236', '176']",1,"['338', '624', '1162', '1550', '1492', '2112', '2012', '2012', '2001', '2002', '2002', '1440', '1549', '236', '176']"
D20_B003894,1,"['326', '247', '414', '183', '216', '219', '211']",1,"['326', '247', '414', '183', '216', '220']"
D20_B003920,1,"['860', '953', '953', '953', '953', '953', '953', '971', '972', '1363']",1,"['860', '889', '889', '889', '889', '889', '889', '907', '908', '1366']"
D20_B003930,1,"['1145', '1109', '1470', '1487', '1292', '1297']",1,"['1145', '1109', '1470', '1487', '1292', '1297']"
D21_B000575,1,"['1214', '1095', '1095', '1095']",1,"['1212', '1041', '1041', '1041', '1161']"
D21_B000901,1,"['34', '54', '95']",1,"['34', '54', '95']"
D21_B001016,1,"['671', '1379', '2', '1493', '1702', '1897', '1531', '1441']",1,"['671', '1379', '2', '1493', '1702', '1897', '1531', '1441']"
D21_B002073,1,['119'],1,['119']
D21_B002077,1,"['522', '647']",1,"['522', '647']"
D21_B002078,1,"['454', '455', '455', '461', '632', '18']",1,"['367', '368', '368', '374', '617', '18']"
D21_B003116,1,"['325', '233', '227', '199', '326']",1,"['325', '233', '227', '199', '326']"
D21_B003120,1,"['617', '955', '642']",1,"['617', '910', '642']"
D21_B003527,1,"['778', '1031', '964', '788']",1,"['779', '1031', '964', '713']"
D21_B003577,1,"['38', '90', '85']",1,"['38', '90', '85']"
D21_B003654,1,413,1,413
D21_B003995,1,"['36', '134', '56', '99', '120', '70', '136', '136']",1,"['36', '134', '56', '99', '120', '70', '136', '136']"
D22_1001000407,1,"['29', '1641', '1683', '1901', '1913', '1787', '1787', '1793', '1592', '1602', '1451']",1,"['2297', '2617', '2840', '2673', '2288', '2588', '2432']"
D22_1001000412,1,"['148', '235', '296', '238', '230']",1,"['248', '454', '500', '589', '434', '543']"
D22_B000420,0,0,0,0
D22_B001010,1,"['3', '1', '963', '1179', '1058', '1058', '1058', '802', '917', '947', '40']",1,"['3', '1', '963', '1179', '1058', '1058', '1058', '802', '917', '947', '40']"
D22_B001470,1,"['29', '233', '269']",1,"['29', '233', '269']"
D22_B002073,0,0,0,0
D22_B002074,0,0,0,0
D22_B002077,1,"['512', '1']",1,"['512', '1']"
D22_B002078,1,['9'],1,"['120', '9']"
D22_B002079,1,"['449', '32']",1,"['449', '32']"
D22_B003105,1,"['198', '401', '267']",1,"['198', '401', '267']"
D22_B003120,1,"['488', '503', '571']",1,"['476', '503', '571']"
D22_B003126,1,"['133', '210', '174', '141', '160', '166']",1,"['133', '210', '174', '141', '160', '166']"
D22_B003132,1,['114'],1,['114']
D22_B003187,1,"['198', '213', '349', '212', '262', '115', '177']",1,"['198', '211', '349', '212', '115', '178']"
D22_B003518,1,"['1432', '1658', '1788', '1788', '1788', '1789', '1939', '1486', '1560']",1,"['1433', '1659', '1682', '1682', '1682', '1683', '1835', '1481', '1556']"
D22_B003654,1,['447'],1,['447']
D22_B003930,1,"['42', '103', '167', '289', '289', '279', '187', '175', '169']",1,"['42', '103', '167', '289', '289', '279', '187', '175', '169']"
D22_B003995,1,"['535', '189', '32', '32', '26']",1,"['535', '189', '32', '32', '26']"
D2_1001000411,1,"['241', '248', '205', '172', '193']",1,"['241', '248', '205', '172', '193']"
D2_B000579,1,"['296', '666', '574', '679', '811']",1,"['296', '666', '574', '679', '811']"
D2_B001007,0,0,0,0
D2_B001464,1,"['6', '3', '1576', '1598', '1762', '1865', '1529', '1555', '1583', '73']",1,"['23', '6', '3', '1572', '1599', '1762', '1728', '1728', '1728', '1728', '1728', '1792', '1504', '1516', '1584', '75']"
D2_B001474,1,"['1280', '1456', '1449', '1449', '1451', '1108', '1250', '1131']",1,"['1280', '1456', '1449', '1449', '1451', '1108', '1250', '1131']"
D2_B001551,1,"['307', '925', '994', '1197', '943']",1,"['307', '925', '994', '1197', '943']"
D2_B003115,1,"['676', '727', '716', '644']",1,"['675', '726', '715', '619']"
D2_B003121,1,"['12', '159', '321', '343', '434', '527', '496']",1,"['12', '159', '321', '343', '434', '527', '496']"
D2_B003132,1,"['169', '322', '481', '537', '521', '428', '411', '135']",1,"['169', '322', '481', '537', '521', '429', '410', '135']"
D2_B003187,1,"['537', '660', '658', '413', '413']",1,"['537', '660', '658', '413', '413']"
D2_B003654,1,"['302', '363', '2', '2', '708', '970', '1166', '1533', '1541', '1045']",1,"['302', '363', '2', '2', '580', '970', '1122', '1531', '1043']"
D2_B003659,1,['356'],1,['333']
D2_B003995,1,"['3', '808', '720', '941', '1093', '14', '1423']",1,"['3', '808', '720', '941', '1093', '14', '1423']"
D3_1001000317,1,"['591', '636']",1,"['591', '637']"
D3_1001000408,1,"['322', '418', '355', '396', '374', '376']",1,"['15', '676', '682', '793', '709', '737']"
D3_1001000412,1,"['410', '495', '517', '400', '358']",1,"['4', '814', '959', '1052', '769', '818', '784', '730']"
D3_B000863,1,"['2197', '2197', '2532', '9', '2564']",1,"['2233', '2563', '2750']"
D3_B001007,0,0,0,0
D3_B001016,1,"['106', '147', '145', '182', '230', '118']",1,"['106', '147', '145', '182', '230', '118']"
D3_B001464,1,"['891', '803', '954', '1076', '584', '890']",1,"['892', '802', '953', '1024', '584', '891']"
D3_B001543,1,"['198', '365', '276']",1,"['197', '365', '276']"
D3_B001559,1,"['1365', '1186', '1173', '1315', '1496', '1533', '1533', '1533', '1199', '1179']",1,"['1365', '1186', '1173', '1315', '1496', '1533', '1533', '1533', '1199', '1179']"
D3_B002572,1,"['154', '202', '214', '234']",1,"['154', '202', '214', '234']"
D3_B002573,1,"['6', '25', '8', '8', '17', '24']",1,"['6', '25', '8', '8', '17', '24']"
D3_B003115,0,0,0,0
D3_B003187,1,"['28', '12', '70', '170', '54']",1,"['28', '12', '70', '170', '54']"
D4_1001000317,1,"['1469', '1566']",1,"['1472', '1562']"
D4_1001000340,0,0,0,0
D4_1001000407,1,"['465', '929', '1061', '1152', '1113', '896', '869']",1,"['467', '910', '1061', '1152', '1055', '896', '808']"
D4_B000863,1,['138'],1,['138']
D4_B001470,1,24,1,24
D4_B001556,1,"['1', '139', '189', '207', '129']",1,"['1', '1', '139', '189', '207', '129']"
D4_B002573,1,['76'],1,['76']
D4_B003115,1,"['304', '413', '411', '311']",1,"['304', '391', '411', '311']"
D4_B003129,1,"['208', '239', '375', '330', '340', '320', '437']",1,"['207', '239', '375', '330', '340', '318', '436']"
D4_B003187,1,"['143', '224', '127', '127', '326', '326', '359', '359', '214', '214', '50']",1,"['142', '224', '127', '127', '326', '326', '359', '359', '214', '214', '50']"
D4_B003191,1,"['22', '73', '105', '205', '517', '328', '468', '558', '373']",1,"['22', '73', '105', '205', '518', '329', '468', '558', '374']"
D5_1001000302,1,"['55', '103', '121', '78']",1,"['55', '103', '121', '78']"
D5_1001000315,1,717,1,669
D5_1001000407,1,"['370', '807', '818', '818', '818', '905', '1016', '885', '868']",1,"['1464', '1555', '1845', '1424', '1617', '1594', '1488']"
D5_1001000408,1,"['378', '431', '349', '373', '328']",1,"['611', '686', '832', '712', '763', '674', '750']"
D5_B000862,1,"['641', '3', '1125', '5', '2', '1', '1331', '1665']",1,"['611', '3', '1123', '5', '2', '1', '1332', '1564', '1459', '1459', '1459', '1459', '1459', '1520']"
D5_B000863,1,"['1990', '2730', '2641', '2227']",1,"['1986', '2727', '2507', '2231']"
D5_B001470,1,"['2', '91', '106', '281', '519', '666', '786', '866', '811', '811', '811', '779', '756']",1,"['2', '94', '109', '283', '519', '606', '786', '866', '769', '769', '769', '779', '756']"
D5_B001474,1,"['68', '156', '163', '285', '356', '368', '440']",1,"['68', '118', '163', '285', '354', '366', '440']"
D5_B001548,1,"['922', '2438', '2863', '3053', '3056', '2814', '2800', '2754', '2616']",1,"['922', '2438', '2863', '3053', '3056', '2814', '2800', '2754', '2616']"
D5_B001551,0,0,0,0
D5_B001559,1,"['325', '610', '610', '610', '610', '669', '680', '711', '871', '735', '895']",1,"['325', '610', '610', '610', '610', '669', '680', '711', '871', '735', '895']"
D5_B002571,1,"['5', '1956', '1988', '2192', '2218', '1674', '1791']",1,"['2', '1960', '1984', '2191', '2216', '1674', '1786']"
D5_B002572,1,"['797', '1034', '1022', '1000', '1033', '857', '883']",1,"['755', '1034', '860', '887']"
D5_B003115,1,"['322', '396', '377', '377', '377', '377', '377', '377', '377', '323']",1,"['322', '396', '347', '347', '347', '347', '347', '347', '347', '323']"
D5_B003125,1,['18'],1,['18']
D5_B003191,1,"['438', '401', '407', '538', '509']",1,"['438', '401', '411', '538', '509']"
D5_B003518,1,"['296', '274']",1,"['296', '274']"
D5_B003648,0,0,0,0
D5_B003995,1,['243'],1,['243']
D6_1001000295,0,0,0,0
D6_1001000407,1,"['935', '1109', '1166', '1020', '921', '923']",1,"['1590', '1827', '1921', '1796', '1580', '1707', '1566', '1181', '69']"
D6_1001000412,1,"['911', '998', '1080', '1093', '1004', '939', '835']",1,"['1482', '1806', '1947', '1896', '1835', '1835', '1835', '1835', '1835', '1835', '1889', '1593', '1716', '1453', '1345']"
D6_B001470,1,"['40', '54', '40']",1,"['40', '54', '40']"
D6_B001558,1,"['81', '140', '92']",1,"['81', '140', '92']"
D6_B003113,1,"['25', '286', '573', '3', '676', '690', '851', '676', '556', '458']",1,"['339', '554', '3', '622', '690', '851', '674', '529', '458']"
D6_B003126,0,0,0,0
D6_B003187,1,"['96', '138', '138', '78', '116']",1,"['96', '138', '138', '79', '116']"
D6_B003191,1,"['264', '329', '350', '394']",1,"['264', '329', '349', '392']"
D6_B003527,1,"['112', '134', '116', '148', '134', '154', '82']",1,"['112', '134', '116', '148', '134', '154', '82']"
D6_B003659,0,0,0,0
D6_B003995,0,0,0,0
D7_1001000407,1,"['212', '557', '641', '527', '536']",1,"['384', '1022', '1116', '1322', '1043', '1031']"
D7_1001000412,1,"['148', '377', '461', '430']",1,"['755', '943', '990', '783', '801', '686']"
D7_B000863,1,"['3', '2', '2', '2', '1812', '3', '2229', '2428', '2266', '2266', '2265', '2265', '2267', '1803', '411', '72']",1,"['1813', '2', '2233', '2316', '2154', '2154', '2153', '2153', '2155', '1802', '411', '72']"
D7_B001007,0,0,0,0
D7_B001470,1,"['1048', '1282', '1384', '1581', '1581', '1585', '1422', '1358', '947']",1,"['958', '1220', '1385', '1534', '1534', '1538', '1422', '1359', '949']"
D7_B001545,1,"['43', '323', '271', '228', '183']",1,"['323', '271', '228', '182']"
D7_B001548,1,"['1098', '1355', '943', '1014']",1,"['1098', '1355', '943', '1014']"
D7_B001551,1,"['69', '189', '58', '18', '224', '260', '264', '264', '264', '264', '264', '264', '276', '195']",1,"['69', '189', '58', '18', '224', '260', '264', '264', '264', '264', '264', '264', '276', '195']"
D7_B002572,1,"['329', '305', '330']",1,"['329', '305', '330']"
D7_B002573,1,"['273', '329', '307', '350', '184', '387']",1,"['273', '329', '307', '350', '184', '387']"
D7_B003093,1,"['15', '90', '162', '19']",1,"['15', '90', '162', '19']"
D7_B003113,1,"['313', '651', '1000', '971', '707', '733']",1,"['314', '572', '943', '971', '706', '733']"
D7_B003125,0,0,0,0
D7_B003126,1,['56'],1,['56']
D7_B003129,1,"['566', '976', '977', '1006', '640', '830', '943']",1,"['566', '908', '909', '1004', '641', '832', '944']"
D7_B003191,1,"['13', '26', '57', '56', '54', '31']",1,"['13', '26', '57', '56', '54', '31']"
D7_B003518,1,"['504', '677', '683', '713', '713', '713', '537']",1,"['504', '677', '683', '689', '689', '689', '537']"
D7_B003577,1,"['34', '85', '63']",1,"['34', '85', '63']"
D7_B003648,1,"['918', '1347', '1509', '1418', '1418', '1419']",1,"['918', '1', '1295', '1224', '1224', '1224', '1224', '1480', '1409', '1317', '1317', '1318']"
D7_B003659,0,0,0,0
D7_B003995,1,83,1,83
D8_1001000408,1,"['4', '221', '431', '452', '502', '382', '358', '378']",1,"['446', '757', '865', '993', '1002', '1002', '1002', '1002', '1002', '1002', '1002', '979', '770', '734']"
D8_1001000412,1,"['426', '548', '446']",1,"['815', '3', '1026', '877', '851', '851', '851', '851', '914', '920']"
D8_B000577,1,"['312', '1538', '1952', '2445']",1,"['288', '1546', '1944', '2319']"
D8_B000579,1,"['98', '116', '1016', '1138', '1577', '2312', '2123']",1,"['98', '116', '1016', '1138', '1577', '2312', '2123']"
D8_B000862,1,"['36', '2248', '2', '2492', '2994', '2774', '2783', '2783', '2774', '2783', '2957', '2579', '101']",1,"['60', '2', '2', '2130', '2238', '2133', '2', '2487', '2801', '2663', '2578', '2578', '2589', '2514', '103']"
D8_B001007,1,4,1,4
D8_B003093,1,"['44', '55', '102', '55', '70', '91', '70', '131', '136']",1,"['44', '55', '102', '55', '70', '91', '70', '131', '136']"
D8_B003113,1,"['2', '578', '655', '879', '879', '879', '1185', '1122']",1,"['2', '577', '653', '868', '868', '868', '1185', '1118']"
D8_B003115,0,0,0,0
D8_B003125,1,"['1303', '1610', '1662', '1641', '1641', '1641', '1317', '1304', '989', '608']",1,"['1302', '1607', '1662', '1515', '1515', '1515', '1515', '1515', '1317', '1195', '989', '608']"
D8_B003132,1,"['313', '227', '227']",1,"['166', '313', '227', '227']"
D8_B003518,1,"['497', '614', '718', '786', '740', '659', '684', '76']",1,"['498', '588', '718', '786', '741', '660', '684', '76']"
D8_B003523,1,"['1199', '1500', '1560', '1823', '1708', '1608', '1499', '1292', '65']",1,"['1196', '2', '1500', '1559', '1717', '1602', '1607', '1506', '1291', '65']"
D8_B003528,1,"['28', '111', '180', '198', '208', '3', '2', '2']",1,"['29', '111', '176', '198', '208', '3', '3', '2', '2']"
D8_B003648,1,"['1084', '1159', '1593', '1518', '1518', '1513']",1,"['1084', '1159', '1481', '1406', '1406', '1401']"
D8_B003995,1,"['107', '177']",1,"['107', '177']"
D9_1001000340,1,"['7', '11', '19', '14', '16']",1,"['7', '11', '19', '14', '16']"
D9_1001000407,1,"['701', '766', '835', '718', '634', '625', '646']",1,"['6', '1125', '1403', '1465', '1467', '1192', '1260', '1207', '1076']"
D9_1001000408,1,"['142', '378', '309']",1,"['742', '615', '579']"
D9_B000861,1,"['2550', '4', '3130', '3057']",1,"['2538', '3128', '2939', '2664', '2664', '2729', '3066']"
D9_B000863,1,35,1,35
D9_B001007,1,['34'],1,['34']
D9_B001545,1,198,1,184
D9_B001554,1,"['89', '108', '108']",1,"['89', '108', '108']"
D9_B001558,1,33,1,33
D9_B003080,1,"['2328', '2', '2876', '2532', '2482', '2574', '2593']",1,"['2341', '2876', '2391', '2575', '2588']"
D9_B003113,1,"['646', '3', '850', '1127']",1,"['646', '4', '850', '1075', '975', '975', '975']"
D9_B003119,1,"['475', '1441', '1441', '1441', '1441', '1441', '1441', '1528', '1441', '1528', '4', '2']",1,"['475', '1348', '1348', '1348', '1348', '1348', '1348', '1435', '1348', '1435', '4', '2']"
D9_B003577,1,"['44', '127', '94', '121']",1,"['44', '127', '95', '123']"
D9_B003588,1,['85'],1,['87']
E10_10001000325,0,0,0,0
E10_1001000302,1,"['22', '46', '27', '57']",1,"['22', '46', '27', '57']"
E10_1001000327,1,['154'],1,['154']
E10_1001000407,1,"['549', '662', '715', '504', '498', '581', '621']",1,"['973', '1191', '1355', '1254', '1036', '904']"
E10_1001000408,1,"['240', '775', '798', '636']",1,"['441', '1212', '1169', '1428', '1396', '1136', '1183', '967']"
E10_B001474,1,"['158', '342', '358', '344', '382']",1,"['162', '342', '358', '344', '382']"
E10_B001554,1,"['2', '43', '43', '43']",1,"['2', '43', '43', '43']"
E10_B001559,1,"['3', '177', '348', '283']",1,"['3', '177', '348', '283']"
E10_B002572,1,"['1119', '1373', '947']",1,"['1052', '1373', '946']"
E10_B002573,1,"['154', '145', '111', '139', '108']",1,"['154', '145', '111', '139', '108']"
E10_B003070,1,"['624', '455', '497']",1,"['624', '455', '497']"
E10_B003113,1,"['325', '481', '827', '741', '584', '71']",1,"['325', '481', '827', '658', '585', '71']"
E10_B003119,1,"['1546', '1681', '1537', '75']",1,"['1545', '1682', '1537', '75']"
E10_B003523,1,"['394', '391', '481', '418', '390']",1,"['145', '394', '391', '481', '418', '390']"
E10_B003528,1,"['470', '568', '456', '533', '530', '520']",1,"['470', '569', '443', '533', '530', '520']"
E10_B003577,1,"['49', '211', '223']",1,"['23', '48', '211', '223']"
E10_B003663,1,"['3', '2452', '3763', '7', '4', '4', '4576', '4544', '4004', '4005', '4008', '4278', '4204']",1,"['3', '2452', '3763', '7', '4', '4', '4576', '4544', '4004', '4005', '4008', '4278', '4204']"
E11_1001000407,1,"['598', '1256', '1472', '1620', '1487', '1400', '1384', '1275', '1176']",1,"['952', '2022', '2', '2337', '2422', '2297', '2034', '2243', '2024', '1711', '85']"
E11_B000861,1,"['65', '78', '56', '107', '88', '52']",1,"['65', '78', '56', '107', '88', '52']"
E11_B000862,0,0,0,0
E11_B001007,1,['5'],1,['5']
E11_B001554,1,58,1,58
E11_B001556,1,"['59', '71', '115', '91']",1,"['59', '71', '115', '91']"
E11_B001558,1,"['157', '172', '155', '188', '207', '260', '234', '243']",1,"['157', '172', '155', '172', '207', '260', '234', '243']"
E11_B003067,1,"['6', '1', '228', '205']",1,"['6', '1', '1', '228', '205']"
E11_B003071,1,"['9', '37']",1,"['9', '37']"
E11_B003097,1,"['280', '201', '314', '434', '553', '719']",1,"['201', '214', '312', '417', '550', '720']"
E11_B003119,1,['388'],1,['388']
E11_B003523,1,"['835', '758', '3', '3', '3', '3', '3', '724', '724', '724', '723', '723', '723', '782', '723', '723', '879', '943', '854']",1,"['751', '724', '1', '1', '3', '3', '3', '3', '3', '723', '723', '723', '722', '722', '722', '781', '722', '722', '878', '1055', '943', '852']"
E11_B003527,1,"['1009', '1', '1172', '1084', '956', '869', '919', '913']",1,"['929', '1', '1172', '1085', '955', '852', '921', '915']"
E11_B003529,1,"['14', '52', '23', '51', '45']",1,"['14', '52', '23', '51', '45']"
E11_B003577,1,"['34', '56', '114', '137', '124', '89']",1,"['34', '56', '114', '137', '124', '90']"
E12_B002077,1,404,1,404
E12_B002572,1,"['4', '4', '24', '67', '53', '29', '88']",1,"['4', '4', '24', '67', '53', '29', '88']"
E12_B003103,1,"['8', '4', '3', '2619', '8', '6', '1', '3416', '3683', '3242', '3455', '3346', '2319', '150']",1,"['8', '4', '3', '2619', '8', '6', '1', '3416', '3683', '3242', '3455', '3346', '2319', '150']"
E12_B003120,1,"['604', '733', '914', '859', '859', '859', '859', '859', '859', '939', '909', '870']",1,"['604', '733', '871', '831', '831', '831', '831', '831', '831', '911', '881', '870']"
E12_B003588,1,"['1390', '1579', '1872', '1798', '1798', '1798', '1800', '1817', '1675', '1473', '1171', '1171', '1164', '1113']",1,"['190', '1393', '1577', '1870', '1820', '1670']"
E12_B003771,1,"['73', '109']",1,"['73', '109']"
E12_B003995,1,"['406', '432', '2']",1,"['406', '432', '2']"
E13_1001000408,1,"['791', '862', '939', '731']",1,"['1426', '1618', '1661', '1431', '1441', '1025']"
E13_1001000411,1,"['28', '39', '42', '53']",1,"['55', '87', '91', '91', '102']"
E13_B000420,0,0,0,0
E13_B000580,1,"['443', '1129', '1248', '1732', '1378']",1,"['443', '1129', '1248', '1732', '1378']"
E13_B001010,1,"['871', '1650', '1641', '2011', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '2042', '1633', '1566', '1386']",1,"['871', '1650', '1641', '2011', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '1932', '2042', '1633', '1566', '1386']"
E13_B002077,1,"['357', '283', '377']",1,"['357', '283', '377']"
E13_B002078,0,0,0,0
E13_B003105,1,"['3', '1', '1', '1', '1', '2796', '7', '4', '1', '3167', '3643', '3669', '3156', '3148']",1,"['3', '1', '1', '1', '1', '2796', '7', '4', '1', '3167', '3643', '3669', '3156', '3148']"
E13_B003112,1,"['272', '62', '648', '816', '720', '772', '994', '1283', '1264', '1287', '1368']",1,"['272', '62', '564', '810', '714', '766', '994', '1158', '1139', '1162', '1243']"
E13_B003120,1,"['527', '548', '624']",1,"['527', '548', '624']"
E13_B003518,1,"['487', '612', '612', '612', '615', '615', '615', '809', '741', '700']",1,"['488', '809', '742', '691']"
E13_B003529,1,"['1388', '1633', '1781', '1798', '1709', '1770', '1289']",1,"['1385', '1630', '1780', '1796', '1708', '1768', '1289']"
E13_B003777,1,"['77', '112', '477', '453', '567', '65', '52', '41']",1,"['112', '477', '453', '567', '65', '52', '41']"
E13_B003920,1,179,1,178
E14_1001000339,1,['56'],1,['56']
E14_1001000340,1,"['27', '104', '121', '117']",1,"['27', '104', '121', '101']"
E14_1001000407,1,"['10', '929', '1007', '1094', '891', '895', '851', '867', '840']",1,"['1551', '1792', '1864', '1399', '1638', '1465', '1333']"
E14_1001000408,1,"['233', '653', '606', '614', '557']",1,"['1012', '1', '1301', '1251', '1156', '1105', '1080', '907']"
E14_1001000412,1,"['157', '332', '291']",1,"['593', '685', '598', '632', '50']"
E14_B000420,1,3,1,3
E14_B000422,1,"['77', '90', '88']",1,"['77', '90', '88']"
E14_B000579,1,"['2140', '2355', '2313', '2313', '2315', '2081', '2072']",1,"['2140', '2355', '2313', '2313', '2315', '2081', '2072']"
E14_B002078,1,"['197', '316']",1,"['197', '294']"
